STRUCTURE_NUMBER_008,BridgeCondition,SimpleOwner
000000000003112,F,PennDOT
000000000003116,F,PennDOT
000000000003119,F,PennDOT
000000000003121,F,PennDOT
000000000003122,F,PennDOT
000000000003127,F,PennDOT
000000000003131,F,PennDOT
000000000003132,P,PennDOT
000000000003141,F,PennDOT
000000000003143,F,PennDOT
000000000003146,F,PennDOT
000000000003151,P,PennDOT
000000000003157,F,PennDOT
000000000003161,F,PennDOT
000000000003175,F,PennDOT
000000000003177,P,PennDOT
000000000003178,P,PennDOT
000000000003181,F,PennDOT
000000000003182,F,PennDOT
000000000003183,P,PennDOT
000000000003184,G,PennDOT
000000000003187,F,PennDOT
000000000003196,F,PennDOT
000000000003197,F,PennDOT
000000000003198,F,PennDOT
000000000003200,F,PennDOT
000000000003210,F,PennDOT
000000000003213,F,PennDOT
000000000003214,P,PennDOT
000000000003216,F,PennDOT
000000000003225,G,PennDOT
000000000003230,F,PennDOT
000000000003244,F,PennDOT
000000000003248,F,PennDOT
000000000003249,F,PennDOT
000000000003250,F,PennDOT
000000000003251,F,PennDOT
000000000003252,P,PennDOT
000000000003254,F,PennDOT
000000000003255,F,PennDOT
000000000003256,P,PennDOT
000000000003261,F,PennDOT
000000000003263,F,PennDOT
000000000003264,F,PennDOT
000000000003269,P,PennDOT
000000000003281,F,PennDOT
000000000003284,F,PennDOT
000000000003290,P,PennDOT
000000000003292,G,PennDOT
000000000003295,F,PennDOT
000000000003296,F,PennDOT
000000000003297,F,PennDOT
000000000003300,P,PennDOT
000000000003309,F,PennDOT
000000000003311,F,PennDOT
000000000003315,P,Municipal
000000000003316,P,PennDOT
000000000003318,P,PennDOT
000000000003320,F,PennDOT
000000000003322,F,PennDOT
000000000003339,F,PennDOT
000000000003344,F,Municipal
000000000003346,P,Municipal
000000000003347,F,Municipal
000000000003348,G,Municipal
000000000003349,F,Municipal
000000000003353,F,County
000000000003354,P,Municipal
000000000003357,G,County
000000000003358,F,Municipal
000000000003360,G,Municipal
000000000003363,F,County
000000000003365,G,Municipal
000000000003368,F,Municipal
000000000003369,G,County
000000000003370,F,Municipal
000000000003371,G,Municipal
000000000003372,F,Municipal
000000000003376,F,Municipal
000000000003378,P,County
000000000003379,F,Municipal
000000000003382,F,County
000000000003383,F,Municipal
000000000003384,F,County
000000000003387,F,County
000000000003393,F,County
000000000003398,G,County
000000000003399,F,County
000000000003400,F,County
000000000003401,F,County
000000000003402,F,County
000000000003404,F,County
000000000003405,F,Municipal
000000000003406,F,Municipal
000000000003409,F,Municipal
000000000003410,G,County
000000000003411,P,Municipal
000000000003414,F,County
000000000003416,F,Municipal
000000000003419,F,County
000000000003420,F,County
000000000003421,F,County
000000000003422,F,County
000000000003424,F,PennDOT
000000000003425,F,PennDOT
000000000003427,G,PennDOT
000000000003428,P,PennDOT
000000000003429,P,PennDOT
000000000003439,F,PennDOT
000000000003442,F,PennDOT
000000000003445,F,PennDOT
000000000003448,G,PennDOT
000000000003449,P,PennDOT
000000000003450,F,PennDOT
000000000003454,F,PennDOT
000000000003455,F,PennDOT
000000000003468,F,PennDOT
000000000003469,F,PennDOT
000000000003477,F,PennDOT
000000000003480,P,PennDOT
000000000003482,F,PennDOT
000000000003485,G,PennDOT
000000000003487,F,PennDOT
000000000003489,F,PennDOT
000000000003491,F,PennDOT
000000000003494,F,PennDOT
000000000003496,F,PennDOT
000000000003497,F,PennDOT
000000000003498,F,PennDOT
000000000003499,F,PennDOT
000000000003500,F,PennDOT
000000000003501,F,PennDOT
000000000003502,F,PennDOT
000000000003503,G,PennDOT
000000000003505,G,PennDOT
000000000003506,G,PennDOT
000000000003507,F,PennDOT
000000000003508,F,PennDOT
000000000003509,F,PennDOT
000000000003511,P,PennDOT
000000000003512,F,PennDOT
000000000003513,F,PennDOT
000000000003514,F,PennDOT
000000000003515,F,PennDOT
000000000003516,F,PennDOT
000000000003517,F,PennDOT
000000000003518,F,PennDOT
000000000003520,F,PennDOT
000000000003521,F,PennDOT
000000000003522,F,PennDOT
000000000003524,F,PennDOT
000000000003528,F,PennDOT
000000000003531,F,PennDOT
000000000003532,G,PennDOT
000000000003533,F,PennDOT
000000000003534,F,PennDOT
000000000003536,F,PennDOT
000000000003537,F,PennDOT
000000000003538,F,PennDOT
000000000003542,F,PennDOT
000000000003545,F,PennDOT
000000000003547,F,PennDOT
000000000003553,F,PennDOT
000000000003554,G,PennDOT
000000000003555,G,PennDOT
000000000003556,F,PennDOT
000000000003557,F,PennDOT
000000000003558,F,PennDOT
000000000003562,F,PennDOT
000000000003563,F,PennDOT
000000000003564,G,PennDOT
000000000003566,F,PennDOT
000000000003568,F,PennDOT
000000000003574,F,PennDOT
000000000003579,G,PennDOT
000000000003580,G,PennDOT
000000000003591,F,PennDOT
000000000003592,G,PennDOT
000000000003593,F,PennDOT
000000000003595,G,PennDOT
000000000003603,F,PennDOT
000000000003604,F,PennDOT
000000000003606,P,PennDOT
000000000003608,F,PennDOT
000000000003613,G,PennDOT
000000000003617,F,PennDOT
000000000003626,G,PennDOT
000000000003630,F,PennDOT
000000000003631,P,PennDOT
000000000003632,G,PennDOT
000000000003633,F,PennDOT
000000000003634,F,PennDOT
000000000003636,F,PennDOT
000000000003639,F,PennDOT
000000000003640,F,PennDOT
000000000003642,F,PennDOT
000000000003648,P,PennDOT
000000000003653,G,PennDOT
000000000003656,F,PennDOT
000000000003664,G,PennDOT
000000000003665,G,PennDOT
000000000003671,G,PennDOT
000000000003672,F,PennDOT
000000000003676,G,PennDOT
000000000003678,P,PennDOT
000000000003681,P,PennDOT
000000000003689,F,PennDOT
000000000003690,F,PennDOT
000000000003697,G,PennDOT
000000000003704,F,PennDOT
000000000003707,F,PennDOT
000000000003711,F,PennDOT
000000000003714,P,PennDOT
000000000003716,F,PennDOT
000000000003724,G,PennDOT
000000000003727,G,PennDOT
000000000003729,G,PennDOT
000000000003730,F,PennDOT
000000000003736,G,PennDOT
000000000003737,G,PennDOT
000000000003738,F,PennDOT
000000000003741,G,PennDOT
000000000003744,F,PennDOT
000000000003751,G,PennDOT
000000000003754,F,PennDOT
000000000003757,P,PennDOT
000000000003758,P,PennDOT
000000000003765,F,PennDOT
000000000003770,G,PennDOT
000000000003772,F,PennDOT
000000000003773,P,PennDOT
000000000003774,F,PennDOT
000000000003778,G,PennDOT
000000000003779,G,PennDOT
000000000003780,G,PennDOT
000000000003781,G,PennDOT
000000000003783,F,PennDOT
000000000003784,P,PennDOT
000000000003790,F,PennDOT
000000000003791,P,PennDOT
000000000003794,G,PennDOT
000000000003795,G,PennDOT
000000000003798,F,PennDOT
000000000003803,F,PennDOT
000000000003810,G,PennDOT
000000000003838,F,Municipal
000000000003839,F,Municipal
000000000003840,F,Municipal
000000000003841,G,Municipal
000000000003842,P,Municipal
000000000003844,G,County
000000000003845,F,County
000000000003846,F,County
000000000003847,F,County
000000000003849,F,County
000000000003850,F,County
000000000003855,G,County
000000000003856,G,County
000000000003858,F,County
000000000003862,G,County
000000000003863,G,County
000000000003864,G,County
000000000003865,F,County
000000000003866,G,County
000000000003867,F,County
000000000003870,F,County
000000000003872,F,County
000000000003874,F,County
000000000003876,G,County
000000000003877,F,County
000000000003878,F,County
000000000003883,G,County
000000000003884,P,Municipal
000000000003889,G,Municipal
000000000003892,F,Municipal
000000000003893,F,Municipal
000000000003894,F,County
000000000003895,F,County
000000000003896,G,County
000000000003900,P,County
000000000003901,F,County
000000000003902,F,County
000000000003905,P,Municipal
000000000003906,F,Municipal
000000000003909,F,County
000000000003920,G,PennDOT
000000000003921,F,PennDOT
000000000003922,G,PennDOT
000000000003923,F,PennDOT
000000000003924,F,PennDOT
000000000003925,G,PennDOT
000000000003926,F,PennDOT
000000000007772,P,PennDOT
000000000007776,F,PennDOT
000000000007780,F,PennDOT
000000000007782,G,PennDOT
000000000007787,F,PennDOT
000000000007789,F,PennDOT
000000000007790,G,PennDOT
000000000007792,F,PennDOT
000000000007798,G,PennDOT
000000000007799,F,PennDOT
000000000007802,F,PennDOT
000000000007803,F,PennDOT
000000000007804,F,PennDOT
000000000007808,F,PennDOT
000000000007809,F,PennDOT
000000000007810,F,PennDOT
000000000007812,G,PennDOT
000000000007820,F,PennDOT
000000000007824,F,PennDOT
000000000007827,F,PennDOT
000000000007831,F,PennDOT
000000000007832,F,PennDOT
000000000007835,F,PennDOT
000000000007837,F,PennDOT
000000000007839,G,PennDOT
000000000007841,G,PennDOT
000000000007844,P,PennDOT
000000000007845,F,PennDOT
000000000007848,F,PennDOT
000000000007849,F,PennDOT
000000000007853,F,PennDOT
000000000007857,F,PennDOT
000000000007858,F,PennDOT
000000000007860,F,PennDOT
000000000007861,F,PennDOT
000000000007862,F,PennDOT
000000000007863,F,PennDOT
000000000007865,F,PennDOT
000000000007866,F,PennDOT
000000000007867,F,PennDOT
000000000007870,G,PennDOT
000000000007871,G,PennDOT
000000000007873,F,PennDOT
000000000007874,P,PennDOT
000000000007875,P,PennDOT
000000000007876,F,PennDOT
000000000007878,F,PennDOT
000000000007879,F,PennDOT
000000000007883,F,PennDOT
000000000007884,F,PennDOT
000000000007885,F,PennDOT
000000000007886,F,PennDOT
000000000007887,G,PennDOT
000000000007888,F,PennDOT
000000000007889,F,PennDOT
000000000007890,F,PennDOT
000000000007891,F,PennDOT
000000000007898,F,PennDOT
000000000007905,F,PennDOT
000000000007907,F,PennDOT
000000000007908,F,PennDOT
000000000007909,F,PennDOT
000000000007910,F,PennDOT
000000000007913,G,PennDOT
000000000007918,F,PennDOT
000000000007920,P,PennDOT
000000000007924,F,PennDOT
000000000007927,F,PennDOT
000000000007929,F,PennDOT
000000000007932,F,PennDOT
000000000007939,P,PennDOT
000000000007943,F,PennDOT
000000000007944,F,PennDOT
000000000007945,F,PennDOT
000000000007948,F,PennDOT
000000000007950,F,PennDOT
000000000007951,F,PennDOT
000000000007952,F,PennDOT
000000000007953,F,PennDOT
000000000007956,F,PennDOT
000000000007957,F,PennDOT
000000000007958,G,PennDOT
000000000007959,F,PennDOT
000000000007960,F,PennDOT
000000000007963,F,PennDOT
000000000007968,F,PennDOT
000000000007970,P,PennDOT
000000000007971,F,PennDOT
000000000007972,F,PennDOT
000000000007973,G,PennDOT
000000000007975,F,PennDOT
000000000007976,P,PennDOT
000000000007978,P,PennDOT
000000000007982,F,PennDOT
000000000007983,F,PennDOT
000000000007984,F,PennDOT
000000000007986,F,PennDOT
000000000007988,P,PennDOT
000000000008002,F,PennDOT
000000000008003,F,PennDOT
000000000008009,F,PennDOT
000000000008010,F,PennDOT
000000000008013,P,PennDOT
000000000008014,F,PennDOT
000000000008018,F,PennDOT
000000000008023,P,PennDOT
000000000008029,F,PennDOT
000000000008032,F,PennDOT
000000000008034,G,PennDOT
000000000008037,P,PennDOT
000000000008042,F,PennDOT
000000000008043,P,PennDOT
000000000008045,G,PennDOT
000000000008049,F,PennDOT
000000000008052,F,PennDOT
000000000008053,F,PennDOT
000000000008059,F,PennDOT
000000000008060,F,PennDOT
000000000008064,F,PennDOT
000000000008065,F,PennDOT
000000000008067,F,PennDOT
000000000008069,P,PennDOT
000000000008074,F,PennDOT
000000000008076,G,PennDOT
000000000008077,P,PennDOT
000000000008079,F,PennDOT
000000000008080,F,PennDOT
000000000008089,P,PennDOT
000000000008092,G,PennDOT
000000000008094,P,PennDOT
000000000008095,G,PennDOT
000000000008099,F,PennDOT
000000000008107,F,PennDOT
000000000008108,F,PennDOT
000000000008109,P,PennDOT
000000000008110,F,PennDOT
000000000008115,F,PennDOT
000000000008116,P,PennDOT
000000000008119,F,PennDOT
000000000008120,F,PennDOT
000000000008121,F,PennDOT
000000000008122,F,PennDOT
000000000008124,F,PennDOT
000000000008125,F,PennDOT
000000000008126,F,PennDOT
000000000008127,G,PennDOT
000000000008128,F,PennDOT
000000000008129,P,PennDOT
000000000008131,P,PennDOT
000000000008132,F,PennDOT
000000000008141,F,PennDOT
000000000008142,P,PennDOT
000000000008153,F,Municipal
000000000008154,F,County
000000000008155,F,County
000000000008156,F,County
000000000008157,F,County
000000000008158,F,County
000000000008159,F,County
000000000008161,F,County
000000000008162,F,County
000000000008166,P,County
000000000008167,F,County
000000000008169,F,County
000000000008174,P,County
000000000008175,F,County
000000000008177,F,County
000000000008178,F,County
000000000008181,F,County
000000000008182,F,County
000000000008184,F,County
000000000008185,F,Municipal
000000000008189,P,County
000000000008191,P,County
000000000008192,P,County
000000000008193,F,County
000000000008195,P,County
000000000008196,P,Municipal
000000000008197,F,County
000000000008206,P,Municipal
000000000008211,F,County
000000000008213,F,County
000000000008214,F,County
000000000008216,P,County
000000000008217,F,County
000000000008224,F,Municipal
000000000008226,F,County
000000000008227,F,County
000000000008228,F,County
000000000008229,F,County
000000000008230,P,County
000000000008231,F,County
000000000008234,F,County
000000000008239,P,County
000000000008240,F,County
000000000008242,P,Municipal
000000000008250,F,County
000000000008251,F,County
000000000008252,F,County
000000000008253,F,County
000000000008255,P,County
000000000008256,F,Municipal
000000000008258,F,County
000000000008262,F,County
000000000008265,F,County
000000000008266,F,County
000000000008268,P,County
000000000008270,P,County
000000000008271,F,County
000000000008272,F,County
000000000008274,F,County
000000000008275,F,County
000000000008276,P,County
000000000008278,F,County
000000000008280,F,County
000000000008282,F,County
000000000008283,F,County
000000000008284,F,County
000000000008285,P,County
000000000008286,F,County
000000000008287,F,Municipal
000000000008290,F,County
000000000008291,F,County
000000000008292,F,County
000000000008294,P,Municipal
000000000008300,F,Municipal
000000000008301,P,County
000000000008302,F,County
000000000008304,F,County
000000000008306,F,Municipal
000000000008308,F,Municipal
000000000008309,P,Municipal
000000000008312,P,Municipal
000000000008313,F,County
000000000008314,P,County
000000000008315,F,County
000000000008318,P,County
000000000008319,P,County
000000000008326,P,Municipal
000000000008327,F,County
000000000008328,P,County
000000000016539,P,PennDOT
000000000016540,F,PennDOT
000000000016545,G,PennDOT
000000000016548,F,PennDOT
000000000016549,F,PennDOT
000000000016552,F,PennDOT
000000000016555,G,PennDOT
000000000016557,F,PennDOT
000000000016563,F,PennDOT
000000000016564,F,PennDOT
000000000016567,F,PennDOT
000000000016568,G,PennDOT
000000000016569,G,PennDOT
000000000016570,G,PennDOT
000000000016571,G,PennDOT
000000000016573,G,PennDOT
000000000016574,G,PennDOT
000000000016575,F,PennDOT
000000000016591,F,PennDOT
000000000016592,G,PennDOT
000000000016600,F,PennDOT
000000000016601,F,PennDOT
000000000016602,G,PennDOT
000000000016603,F,PennDOT
000000000016606,G,PennDOT
000000000016610,F,PennDOT
000000000016613,F,PennDOT
000000000016614,F,PennDOT
000000000016615,G,PennDOT
000000000016616,F,PennDOT
000000000016617,F,PennDOT
000000000016621,G,PennDOT
000000000016622,G,PennDOT
000000000016623,F,PennDOT
000000000016625,F,PennDOT
000000000016627,F,PennDOT
000000000016628,F,PennDOT
000000000016632,G,PennDOT
000000000016634,F,PennDOT
000000000016637,F,PennDOT
000000000016642,G,PennDOT
000000000016644,F,PennDOT
000000000016646,P,PennDOT
000000000016650,F,PennDOT
000000000016654,F,PennDOT
000000000016656,F,PennDOT
000000000016659,G,PennDOT
000000000016663,F,PennDOT
000000000016664,P,PennDOT
000000000016667,F,PennDOT
000000000016670,F,PennDOT
000000000016674,P,PennDOT
000000000016676,F,PennDOT
000000000016677,G,PennDOT
000000000016683,P,PennDOT
000000000016685,F,PennDOT
000000000016688,P,PennDOT
000000000016689,P,PennDOT
000000000016690,F,PennDOT
000000000016692,F,PennDOT
000000000016697,F,PennDOT
000000000016699,G,PennDOT
000000000016701,F,PennDOT
000000000016705,F,PennDOT
000000000016706,F,PennDOT
000000000016710,F,PennDOT
000000000016714,F,PennDOT
000000000016724,F,PennDOT
000000000016729,G,PennDOT
000000000016731,F,PennDOT
000000000016733,F,PennDOT
000000000016734,F,PennDOT
000000000016735,F,PennDOT
000000000016737,P,PennDOT
000000000016739,F,PennDOT
000000000016740,G,PennDOT
000000000016741,F,PennDOT
000000000016744,P,PennDOT
000000000016747,G,PennDOT
000000000016748,F,PennDOT
000000000016749,F,PennDOT
000000000016750,F,PennDOT
000000000016751,P,PennDOT
000000000016765,F,PennDOT
000000000016766,F,PennDOT
000000000016773,F,PennDOT
000000000016775,P,PennDOT
000000000016781,F,PennDOT
000000000016787,F,PennDOT
000000000016793,F,PennDOT
000000000016795,F,PennDOT
000000000016796,F,PennDOT
000000000016797,F,PennDOT
000000000016802,G,PennDOT
000000000016803,F,PennDOT
000000000016804,F,PennDOT
000000000016805,G,PennDOT
000000000016810,F,PennDOT
000000000016812,P,PennDOT
000000000016814,F,PennDOT
000000000016818,F,PennDOT
000000000016819,F,PennDOT
000000000016831,F,PennDOT
000000000016836,F,PennDOT
000000000016837,P,PennDOT
000000000016838,F,PennDOT
000000000016842,G,PennDOT
000000000016845,P,PennDOT
000000000016848,F,PennDOT
000000000016849,G,PennDOT
000000000016851,F,PennDOT
000000000016857,F,PennDOT
000000000016858,G,PennDOT
000000000016859,G,PennDOT
000000000016860,G,PennDOT
000000000016862,F,PennDOT
000000000016863,F,PennDOT
000000000016864,F,PennDOT
000000000016865,P,PennDOT
000000000016866,P,PennDOT
000000000016867,F,PennDOT
000000000016869,G,PennDOT
000000000016870,F,PennDOT
000000000016871,F,PennDOT
000000000016872,F,PennDOT
000000000016875,G,PennDOT
000000000016877,F,PennDOT
000000000016880,F,PennDOT
000000000016882,F,PennDOT
000000000016883,F,PennDOT
000000000016884,P,PennDOT
000000000016885,F,PennDOT
000000000016892,F,PennDOT
000000000016895,G,PennDOT
000000000016898,P,PennDOT
000000000016903,F,PennDOT
000000000016906,F,PennDOT
000000000016909,P,PennDOT
000000000016912,F,PennDOT
000000000016913,F,PennDOT
000000000016916,G,PennDOT
000000000016919,F,PennDOT
000000000016934,F,PennDOT
000000000016935,F,PennDOT
000000000016942,P,PennDOT
000000000016943,F,PennDOT
000000000016944,F,PennDOT
000000000016945,F,PennDOT
000000000016947,F,PennDOT
000000000016949,F,PennDOT
000000000016951,F,PennDOT
000000000016958,P,PennDOT
000000000016965,F,PennDOT
000000000016967,F,PennDOT
000000000016971,F,PennDOT
000000000016973,F,PennDOT
000000000016977,F,PennDOT
000000000016980,F,PennDOT
000000000016982,F,PennDOT
000000000016983,G,PennDOT
000000000016984,F,PennDOT
000000000016993,P,PennDOT
000000000016994,F,PennDOT
000000000016999,F,PennDOT
000000000017016,F,PennDOT
000000000017019,F,PennDOT
000000000017020,F,PennDOT
000000000017023,G,PennDOT
000000000017026,F,PennDOT
000000000017035,F,PennDOT
000000000017038,F,PennDOT
000000000017039,F,PennDOT
000000000017040,F,PennDOT
000000000017042,P,PennDOT
000000000017046,F,PennDOT
000000000017048,F,PennDOT
000000000017058,F,PennDOT
000000000017059,P,PennDOT
000000000017060,F,PennDOT
000000000017066,P,Municipal
000000000017068,P,County
000000000017069,P,County
000000000017070,P,County
000000000017071,F,Municipal
000000000017073,F,Municipal
000000000017074,P,Municipal
000000000017076,P,Municipal
000000000017077,P,Municipal
000000000017078,P,Municipal
000000000017079,P,County
000000000017080,F,County
000000000017086,F,Municipal
000000000017087,P,Municipal
000000000017088,P,County
000000000017089,F,Municipal
000000000017090,F,Municipal
000000000017091,F,Municipal
000000000017092,F,County
000000000017093,P,County
000000000017094,F,County
000000000017095,P,County
000000000017096,F,County
000000000017098,F,Municipal
000000000017100,P,County
000000000017103,P,Municipal
000000000017104,P,County
000000000017105,G,County
000000000017106,F,County
000000000017107,F,County
000000000017108,F,County
000000000017110,P,County
000000000017112,F,County
000000000017114,P,County
000000000017116,P,County
000000000017118,P,County
000000000017119,P,County
000000000017120,P,County
000000000017121,G,County
000000000017122,F,Municipal
000000000017123,F,Municipal
000000000017124,F,Municipal
000000000017125,F,Municipal
000000000017126,P,Municipal
000000000017127,F,County
000000000017128,P,Municipal
000000000017129,F,Municipal
000000000017130,P,Municipal
000000000017131,F,Municipal
000000000017134,P,County
000000000017135,F,Municipal
000000000017136,F,County
000000000017137,G,Municipal
000000000017138,F,County
000000000017139,F,County
000000000017140,F,County
000000000017141,P,Municipal
000000000017142,F,Municipal
000000000017143,P,Municipal
000000000017144,P,County
000000000017145,P,County
000000000017146,P,Municipal
000000000017148,F,County
000000000017149,P,County
000000000017150,P,Municipal
000000000017151,F,County
000000000017152,G,County
000000000017153,F,County
000000000017155,P,Municipal
000000000017156,P,Municipal
000000000017157,G,Municipal
000000000017158,P,Municipal
000000000017159,F,Municipal
000000000017160,P,Municipal
000000000017161,F,Municipal
000000000017162,G,Municipal
000000000017163,P,Municipal
000000000017164,P,Municipal
000000000017165,P,Municipal
000000000017166,F,County
000000000017167,F,Municipal
000000000017168,F,County
000000000017169,P,Municipal
000000000017170,P,County
000000000018007,F,PennDOT
000000000018021,F,PennDOT
000000000018026,F,PennDOT
000000000018070,G,PennDOT
000000000018072,F,PennDOT
000000000018073,F,PennDOT
000000000018086,G,PennDOT
000000000018088,F,PennDOT
000000000018094,F,PennDOT
000000000018096,F,PennDOT
000000000018097,F,PennDOT
000000000018098,F,PennDOT
000000000018099,F,PennDOT
000000000018100,F,PennDOT
000000000018101,G,PennDOT
000000000018102,F,PennDOT
000000000018103,G,PennDOT
000000000018104,G,PennDOT
000000000018105,G,PennDOT
000000000018106,F,PennDOT
000000000018108,F,PennDOT
000000000018111,F,PennDOT
000000000018112,F,PennDOT
000000000018113,F,PennDOT
000000000018114,F,PennDOT
000000000018115,F,PennDOT
000000000018117,F,PennDOT
000000000018119,F,PennDOT
000000000018120,F,PennDOT
000000000018121,F,PennDOT
000000000018122,F,PennDOT
000000000018123,F,PennDOT
000000000018128,P,PennDOT
000000000018137,P,PennDOT
000000000018167,P,PennDOT
000000000018169,F,PennDOT
000000000018182,G,PennDOT
000000000018184,P,PennDOT
000000000018191,F,PennDOT
000000000018192,F,PennDOT
000000000018196,F,PennDOT
000000000018197,P,PennDOT
000000000018198,F,PennDOT
000000000018199,F,PennDOT
000000000018202,P,PennDOT
000000000018208,P,PennDOT
000000000018211,P,PennDOT
000000000018213,F,PennDOT
000000000018215,F,PennDOT
000000000018218,P,PennDOT
000000000018225,G,PennDOT
000000000018228,F,PennDOT
000000000018229,F,PennDOT
000000000018236,F,PennDOT
000000000018237,F,PennDOT
000000000018239,F,PennDOT
000000000018240,P,PennDOT
000000000018242,F,PennDOT
000000000018244,P,PennDOT
000000000018247,P,PennDOT
000000000018248,F,PennDOT
000000000018256,P,PennDOT
000000000018258,F,PennDOT
000000000018264,F,PennDOT
000000000018267,P,PennDOT
000000000018269,F,PennDOT
000000000018270,G,PennDOT
000000000018271,F,PennDOT
000000000018274,F,PennDOT
000000000018280,F,PennDOT
000000000018288,P,PennDOT
000000000018290,G,PennDOT
000000000018295,F,PennDOT
000000000018296,F,PennDOT
000000000018297,G,PennDOT
000000000018299,F,PennDOT
000000000018302,F,PennDOT
000000000018306,F,PennDOT
000000000018308,F,PennDOT
000000000018314,F,PennDOT
000000000018320,F,PennDOT
000000000018322,P,PennDOT
000000000018323,F,PennDOT
000000000018324,F,PennDOT
000000000018326,F,PennDOT
000000000018327,F,PennDOT
000000000018332,F,PennDOT
000000000018334,F,PennDOT
000000000018341,F,PennDOT
000000000018342,F,PennDOT
000000000018343,P,PennDOT
000000000018344,F,PennDOT
000000000018346,P,PennDOT
000000000018347,P,PennDOT
000000000018349,G,PennDOT
000000000018352,G,PennDOT
000000000018356,F,PennDOT
000000000018357,F,PennDOT
000000000018358,F,PennDOT
000000000018359,F,PennDOT
000000000018362,F,PennDOT
000000000018365,P,PennDOT
000000000018367,F,PennDOT
000000000018370,F,PennDOT
000000000018371,F,PennDOT
000000000018376,P,PennDOT
000000000018378,F,PennDOT
000000000018380,F,PennDOT
000000000018390,F,PennDOT
000000000018395,P,PennDOT
000000000018396,P,PennDOT
000000000018397,F,PennDOT
000000000018398,F,PennDOT
000000000018401,F,PennDOT
000000000018407,F,PennDOT
000000000018410,F,PennDOT
000000000018413,F,PennDOT
000000000018415,F,PennDOT
000000000018417,F,PennDOT
000000000018422,F,PennDOT
000000000018425,F,PennDOT
000000000018429,F,PennDOT
000000000018430,F,PennDOT
000000000018431,F,PennDOT
000000000018440,F,PennDOT
000000000018444,F,PennDOT
000000000018445,G,PennDOT
000000000018451,G,PennDOT
000000000018453,F,PennDOT
000000000018456,F,PennDOT
000000000018457,G,PennDOT
000000000018460,F,PennDOT
000000000018463,F,PennDOT
000000000018466,P,PennDOT
000000000018469,P,PennDOT
000000000018470,F,PennDOT
000000000018475,F,County
000000000018476,F,County
000000000018477,P,County
000000000018478,F,County
000000000018479,F,County
000000000018480,P,County
000000000018481,F,County
000000000018482,F,County
000000000018483,F,County
000000000018484,F,County
000000000018485,F,County
000000000018486,F,County
000000000018488,P,County
000000000018489,F,County
000000000018491,F,County
000000000018492,P,County
000000000018494,F,Municipal
000000000018495,G,Municipal
000000000018496,G,County
000000000018497,F,County
000000000018498,P,County
000000000018499,P,County
000000000018500,G,County
000000000018502,P,County
000000000018503,F,County
000000000018506,P,County
000000000018507,F,County
000000000018511,F,County
000000000018513,F,County
000000000018517,P,County
000000000018518,F,County
000000000018520,F,County
000000000018521,P,County
000000000018523,P,County
000000000018524,P,County
000000000018525,P,County
000000000018526,P,County
000000000018529,P,County
000000000018531,P,County
000000000018533,F,County
000000000018534,F,Municipal
000000000018535,G,Municipal
000000000018536,P,Municipal
000000000018537,F,Municipal
000000000018540,F,County
000000000018544,P,County
000000000018545,F,County
000000000018547,F,County
000000000018548,F,County
000000000018549,P,County
000000000018552,P,County
000000000018553,F,County
000000000018554,F,County
000000000018555,F,County
000000000018557,G,County
000000000018558,P,County
000000000018559,P,County
000000000018563,F,County
000000000018565,F,PennDOT
000000000018566,F,PennDOT
000000000018567,F,PennDOT
000000000018568,F,PennDOT
000000000018972,F,PennDOT
000000000018973,F,PennDOT
000000000018974,F,PennDOT
000000000018976,F,PennDOT
000000000018981,F,PennDOT
000000000018986,F,PennDOT
000000000018992,F,PennDOT
000000000018994,F,PennDOT
000000000018995,F,PennDOT
000000000018996,P,PennDOT
000000000019001,F,PennDOT
000000000019007,F,PennDOT
000000000019011,P,PennDOT
000000000019013,F,PennDOT
000000000019015,F,PennDOT
000000000019017,F,PennDOT
000000000019021,F,PennDOT
000000000019022,F,PennDOT
000000000019024,F,PennDOT
000000000019025,F,PennDOT
000000000019027,F,PennDOT
000000000019030,F,PennDOT
000000000019033,F,PennDOT
000000000019034,F,PennDOT
000000000019035,F,PennDOT
000000000019036,F,PennDOT
000000000019038,G,PennDOT
000000000019039,F,PennDOT
000000000019040,G,PennDOT
000000000019042,P,PennDOT
000000000019043,P,PennDOT
000000000019048,F,PennDOT
000000000019050,F,PennDOT
000000000019051,P,PennDOT
000000000019054,P,PennDOT
000000000019057,F,PennDOT
000000000019061,F,PennDOT
000000000019065,F,PennDOT
000000000019072,F,PennDOT
000000000019073,F,PennDOT
000000000019074,F,PennDOT
000000000019076,F,PennDOT
000000000019077,F,PennDOT
000000000019079,F,PennDOT
000000000019080,F,PennDOT
000000000019081,P,PennDOT
000000000019085,F,PennDOT
000000000019088,P,PennDOT
000000000019093,F,PennDOT
000000000019100,F,PennDOT
000000000019101,F,PennDOT
000000000019108,F,PennDOT
000000000019109,F,PennDOT
000000000019115,F,PennDOT
000000000019120,F,PennDOT
000000000019121,F,PennDOT
000000000019124,F,PennDOT
000000000019126,F,PennDOT
000000000019129,P,PennDOT
000000000019135,F,PennDOT
000000000019141,F,PennDOT
000000000019144,F,PennDOT
000000000019145,F,PennDOT
000000000019152,G,PennDOT
000000000019153,F,PennDOT
000000000019155,F,PennDOT
000000000019156,F,PennDOT
000000000019157,F,PennDOT
000000000019158,F,PennDOT
000000000019161,F,PennDOT
000000000019163,F,PennDOT
000000000019164,F,PennDOT
