STRUCTURE_NUMBER_008,BridgeCondition,SimpleOwner
000000000019168,F,PennDOT
000000000019169,F,PennDOT
000000000019170,F,PennDOT
000000000019171,F,PennDOT
000000000019172,F,PennDOT
000000000019173,F,PennDOT
000000000019174,F,PennDOT
000000000019181,F,PennDOT
000000000019182,F,PennDOT
000000000019185,F,PennDOT
000000000019186,P,PennDOT
000000000019188,G,PennDOT
000000000019190,F,PennDOT
000000000019191,F,PennDOT
000000000019194,F,PennDOT
000000000019196,P,PennDOT
000000000019206,P,PennDOT
000000000019218,F,PennDOT
000000000019225,F,PennDOT
000000000019226,P,PennDOT
000000000019231,P,PennDOT
000000000019232,P,PennDOT
000000000019236,F,PennDOT
000000000019246,P,PennDOT
000000000019251,F,PennDOT
000000000019255,P,PennDOT
000000000019256,F,PennDOT
000000000019259,P,PennDOT
000000000019260,F,PennDOT
000000000019265,P,PennDOT
000000000019266,P,PennDOT
000000000019267,P,PennDOT
000000000019276,F,PennDOT
000000000019278,P,PennDOT
000000000019285,F,PennDOT
000000000019288,G,PennDOT
000000000019289,P,PennDOT
000000000019290,F,PennDOT
000000000019291,P,PennDOT
000000000019301,P,PennDOT
000000000019304,P,PennDOT
000000000019305,P,PennDOT
000000000019307,P,PennDOT
000000000019308,F,PennDOT
000000000019315,P,PennDOT
000000000019321,P,PennDOT
000000000019322,P,PennDOT
000000000019323,F,PennDOT
000000000019325,F,PennDOT
000000000019327,P,PennDOT
000000000019329,F,PennDOT
000000000019330,F,PennDOT
000000000019331,P,PennDOT
000000000019335,F,PennDOT
000000000019336,P,PennDOT
000000000019338,P,PennDOT
000000000019339,F,PennDOT
000000000019340,F,PennDOT
000000000019342,F,PennDOT
000000000019348,P,PennDOT
000000000019349,F,PennDOT
000000000019351,G,PennDOT
000000000019352,P,PennDOT
000000000019355,P,PennDOT
000000000019358,P,PennDOT
000000000019359,F,PennDOT
000000000019360,F,PennDOT
000000000019364,P,PennDOT
000000000019366,P,PennDOT
000000000019369,F,PennDOT
000000000019370,P,PennDOT
000000000019372,P,PennDOT
000000000019374,F,PennDOT
000000000019376,P,PennDOT
000000000019379,F,PennDOT
000000000019380,P,PennDOT
000000000019383,F,PennDOT
000000000019393,F,PennDOT
000000000019397,F,PennDOT
000000000019402,P,PennDOT
000000000019403,F,PennDOT
000000000019405,P,PennDOT
000000000019406,G,PennDOT
000000000019412,F,PennDOT
000000000019413,P,PennDOT
000000000019424,F,PennDOT
000000000019425,F,PennDOT
000000000019427,F,PennDOT
000000000019428,F,PennDOT
000000000019436,F,County
000000000019438,G,County
000000000019440,F,County
000000000019441,G,County
000000000019443,F,County
000000000019445,F,County
000000000019446,F,Municipal
000000000019450,F,Municipal
000000000019451,G,Municipal
000000000019453,G,Municipal
000000000019455,F,Municipal
000000000019456,G,Municipal
000000000019457,F,County
000000000019459,P,Municipal
000000000019461,F,County
000000000019463,G,County
000000000019464,F,Municipal
000000000019465,F,County
000000000019468,P,Municipal
000000000019469,F,County
000000000019470,F,Municipal
000000000019471,P,County
000000000019473,F,County
000000000019474,P,Municipal
000000000019475,P,County
000000000019477,F,County
000000000019479,F,Municipal
000000000019480,P,Municipal
000000000019482,F,County
000000000019483,G,Municipal
000000000019484,G,Municipal
000000000019486,F,County
000000000019488,P,Municipal
000000000019492,F,County
000000000019493,F,Municipal
000000000019494,F,Municipal
000000000019498,F,County
000000000019499,F,County
000000000019500,F,Municipal
000000000019501,F,County
000000000019503,G,County
000000000019504,F,County
000000000019506,P,Municipal
000000000019509,F,Municipal
000000000019512,F,Municipal
000000000019514,F,Municipal
000000000019520,F,County
000000000019521,F,County
000000000019523,G,County
000000000019524,F,County
000000000019525,F,Municipal
000000000019526,F,Municipal
000000000019527,F,Municipal
000000000019528,F,Municipal
000000000019529,F,Municipal
000000000019530,F,Municipal
000000000019531,F,Municipal
000000000019532,F,Municipal
000000000019533,F,Municipal
000000000019534,F,Municipal
000000000022177,F,PennDOT
000000000022178,F,PennDOT
000000000022180,G,PennDOT
000000000022181,G,PennDOT
000000000022190,G,PennDOT
000000000022194,G,PennDOT
000000000022195,G,PennDOT
000000000022197,G,PennDOT
000000000022198,G,PennDOT
000000000022200,F,PennDOT
000000000022203,F,PennDOT
000000000022204,F,PennDOT
000000000022206,G,PennDOT
000000000022207,G,PennDOT
000000000022210,G,PennDOT
000000000022212,G,PennDOT
000000000022214,G,PennDOT
000000000022215,G,PennDOT
000000000022217,F,PennDOT
000000000022219,G,PennDOT
000000000022221,F,PennDOT
000000000022223,F,PennDOT
000000000022226,G,PennDOT
000000000022227,G,PennDOT
000000000022228,G,PennDOT
000000000022229,G,PennDOT
000000000022232,G,PennDOT
000000000022235,F,PennDOT
000000000022236,F,PennDOT
000000000022239,F,PennDOT
000000000022240,F,PennDOT
000000000022248,G,PennDOT
000000000022251,G,PennDOT
000000000022254,F,PennDOT
000000000022255,P,PennDOT
000000000022256,P,PennDOT
000000000022266,F,PennDOT
000000000022267,F,PennDOT
000000000022270,F,PennDOT
000000000022271,F,PennDOT
000000000022273,F,PennDOT
000000000022274,G,PennDOT
000000000022276,G,PennDOT
000000000022283,F,PennDOT
000000000022289,F,PennDOT
000000000022291,F,PennDOT
000000000022293,G,PennDOT
000000000022294,G,PennDOT
000000000022302,F,PennDOT
000000000022306,F,PennDOT
000000000022309,G,PennDOT
000000000022310,G,PennDOT
000000000022317,F,PennDOT
000000000022319,F,PennDOT
000000000022321,F,PennDOT
000000000022322,F,PennDOT
000000000022323,F,PennDOT
000000000022324,F,PennDOT
000000000022325,F,PennDOT
000000000022326,F,PennDOT
000000000022327,F,PennDOT
000000000022333,F,PennDOT
000000000022338,F,PennDOT
000000000022341,G,PennDOT
000000000022343,F,PennDOT
000000000022363,F,PennDOT
000000000022366,G,PennDOT
000000000022372,F,PennDOT
000000000022376,F,PennDOT
000000000022377,P,PennDOT
000000000022383,G,PennDOT
000000000022386,F,PennDOT
000000000022387,F,PennDOT
000000000022388,F,PennDOT
000000000022390,F,PennDOT
000000000022392,F,PennDOT
000000000022393,F,PennDOT
000000000022395,G,PennDOT
000000000022398,F,PennDOT
000000000022401,F,PennDOT
000000000022402,F,PennDOT
000000000022403,F,PennDOT
000000000022404,F,PennDOT
000000000022406,F,PennDOT
000000000022409,P,PennDOT
000000000022418,F,PennDOT
000000000022428,G,PennDOT
000000000022431,F,PennDOT
000000000022432,F,PennDOT
000000000022434,P,PennDOT
000000000022436,P,PennDOT
000000000022439,P,PennDOT
000000000022444,F,PennDOT
000000000022446,F,PennDOT
000000000022447,F,PennDOT
000000000022448,G,PennDOT
000000000022450,F,PennDOT
000000000022451,F,PennDOT
000000000022452,P,Municipal
000000000022453,G,PennDOT
000000000022454,F,PennDOT
000000000022460,F,PennDOT
000000000022467,F,PennDOT
000000000022472,F,PennDOT
000000000022481,F,PennDOT
000000000022485,F,PennDOT
000000000022500,G,PennDOT
000000000022510,G,PennDOT
000000000022514,F,County
000000000022515,G,Municipal
000000000022516,G,Municipal
000000000022518,P,Municipal
000000000022519,F,Municipal
000000000022520,F,County
000000000022521,G,County
000000000022522,P,County
000000000022523,G,Municipal
000000000022524,G,County
000000000022525,F,County
000000000022526,P,Municipal
000000000022527,P,Municipal
000000000022528,P,Municipal
000000000022529,F,County
000000000022530,G,Municipal
000000000022531,G,Municipal
000000000022533,G,Municipal
000000000022534,P,Municipal
000000000022536,P,Municipal
000000000022538,P,Municipal
000000000022542,P,Municipal
000000000022543,F,Municipal
000000000022544,F,Municipal
000000000022545,F,County
000000000022546,F,Municipal
000000000022547,F,Municipal
000000000022550,F,Municipal
000000000022551,F,Municipal
000000000022557,F,County
000000000022558,F,County
000000000022560,F,Municipal
000000000022561,P,County
000000000022562,F,County
000000000022563,P,Municipal
000000000022564,G,County
000000000022567,P,County
000000000022568,G,County
000000000022569,P,County
000000000022570,F,Municipal
000000000022571,P,Municipal
000000000022578,P,County
000000000022579,P,County
000000000022582,P,County
000000000022583,P,County
000000000022584,G,County
000000000022586,F,Municipal
000000000022588,F,County
000000000022592,G,PennDOT
000000000034304,F,PennDOT
000000000034312,P,PennDOT
000000000034314,P,PennDOT
000000000034319,F,PennDOT
000000000034326,F,PennDOT
000000000034330,F,PennDOT
000000000034333,F,PennDOT
000000000034336,F,PennDOT
000000000034337,F,PennDOT
000000000034354,F,PennDOT
000000000034358,F,PennDOT
000000000034360,F,PennDOT
000000000034362,F,PennDOT
000000000034363,F,PennDOT
000000000034364,F,PennDOT
000000000034365,F,PennDOT
000000000034367,P,PennDOT
000000000034368,F,PennDOT
000000000034369,F,PennDOT
000000000034370,F,PennDOT
000000000034375,F,PennDOT
000000000034382,F,PennDOT
000000000034387,P,PennDOT
000000000034391,F,PennDOT
000000000034394,F,PennDOT
000000000034398,F,PennDOT
000000000034422,G,PennDOT
000000000034423,F,PennDOT
000000000034424,F,PennDOT
000000000034426,F,PennDOT
000000000034429,F,PennDOT
000000000034430,F,PennDOT
000000000034431,F,PennDOT
000000000034432,F,PennDOT
000000000034433,F,PennDOT
000000000034434,F,PennDOT
000000000034435,F,PennDOT
000000000034437,F,PennDOT
000000000034439,F,PennDOT
000000000034440,F,PennDOT
000000000034441,F,PennDOT
000000000034442,F,PennDOT
000000000034444,F,PennDOT
000000000034445,F,PennDOT
000000000034446,F,PennDOT
000000000034447,F,PennDOT
000000000034448,F,PennDOT
000000000034449,F,PennDOT
000000000034450,F,PennDOT
000000000034451,F,PennDOT
000000000034452,F,PennDOT
000000000034453,F,PennDOT
000000000034454,F,PennDOT
000000000034456,F,PennDOT
000000000034457,F,PennDOT
000000000034458,G,PennDOT
000000000034461,F,PennDOT
000000000034463,F,PennDOT
000000000034465,F,PennDOT
000000000034467,F,PennDOT
000000000034470,F,PennDOT
000000000034471,F,PennDOT
000000000034472,F,PennDOT
000000000034473,F,PennDOT
000000000034474,F,PennDOT
000000000034475,F,PennDOT
000000000034477,F,PennDOT
000000000034478,F,PennDOT
000000000034480,F,PennDOT
000000000034482,F,PennDOT
000000000034483,G,PennDOT
000000000034485,G,PennDOT
000000000034489,G,PennDOT
000000000034491,G,PennDOT
000000000034504,F,PennDOT
000000000034509,G,PennDOT
000000000034514,F,PennDOT
000000000034515,F,PennDOT
000000000034516,F,PennDOT
000000000034517,G,PennDOT
000000000034526,F,PennDOT
000000000034530,F,PennDOT
000000000034533,F,PennDOT
000000000034535,F,PennDOT
000000000034536,F,PennDOT
000000000034537,F,PennDOT
000000000034538,F,PennDOT
000000000034539,F,PennDOT
000000000034540,F,PennDOT
000000000034544,F,PennDOT
000000000034547,F,PennDOT
000000000034562,F,PennDOT
000000000034563,F,PennDOT
000000000034564,F,PennDOT
000000000034565,F,PennDOT
000000000034573,F,PennDOT
000000000034574,F,PennDOT
000000000034575,F,PennDOT
000000000034576,F,PennDOT
000000000034578,F,PennDOT
000000000034582,F,PennDOT
000000000034583,F,PennDOT
000000000034584,F,PennDOT
000000000034594,F,PennDOT
000000000034595,F,PennDOT
000000000034596,G,PennDOT
000000000034600,F,PennDOT
000000000034602,G,PennDOT
000000000034613,F,PennDOT
000000000034619,G,PennDOT
000000000034620,F,PennDOT
000000000034621,F,PennDOT
000000000034623,P,PennDOT
000000000034624,F,PennDOT
000000000034643,F,PennDOT
000000000034644,F,PennDOT
000000000034647,F,PennDOT
000000000034657,F,PennDOT
000000000034661,G,PennDOT
000000000034662,P,PennDOT
000000000034663,F,PennDOT
000000000034664,F,PennDOT
000000000034666,F,PennDOT
000000000034671,F,PennDOT
000000000034672,P,PennDOT
000000000034677,P,PennDOT
000000000034682,F,PennDOT
000000000034693,F,PennDOT
000000000034709,F,PennDOT
000000000034728,P,PennDOT
000000000034746,G,PennDOT
000000000034748,F,PennDOT
000000000034752,F,PennDOT
000000000034759,F,PennDOT
000000000034761,F,PennDOT
000000000034763,G,PennDOT
000000000034775,G,PennDOT
000000000034781,G,PennDOT
000000000034785,F,PennDOT
000000000034789,F,PennDOT
000000000034790,P,PennDOT
000000000034793,G,PennDOT
000000000034800,F,PennDOT
000000000034801,F,PennDOT
000000000034806,F,PennDOT
000000000034807,F,PennDOT
000000000034808,F,PennDOT
000000000034809,F,PennDOT
000000000034817,F,PennDOT
000000000034818,F,PennDOT
000000000034819,P,PennDOT
000000000034820,P,PennDOT
000000000034824,F,PennDOT
000000000034831,F,PennDOT
000000000034832,G,PennDOT
000000000034833,G,PennDOT
000000000034834,P,PennDOT
000000000034835,P,PennDOT
000000000034840,F,PennDOT
000000000034846,P,PennDOT
000000000034851,P,PennDOT
000000000034853,F,PennDOT
000000000034855,G,PennDOT
000000000034857,P,PennDOT
000000000034863,F,PennDOT
000000000034875,F,PennDOT
000000000034880,F,PennDOT
000000000034881,G,PennDOT
000000000034884,F,PennDOT
000000000034894,G,PennDOT
000000000034895,F,PennDOT
000000000034897,F,PennDOT
000000000034899,G,PennDOT
000000000034903,F,PennDOT
000000000034904,F,PennDOT
000000000034908,F,PennDOT
000000000034918,F,PennDOT
000000000034923,F,PennDOT
000000000034925,F,PennDOT
000000000034927,F,PennDOT
000000000034928,F,PennDOT
000000000034929,F,PennDOT
000000000034930,F,PennDOT
000000000034931,F,PennDOT
000000000034932,G,PennDOT
000000000034934,F,PennDOT
000000000034936,F,PennDOT
000000000034941,P,PennDOT
000000000034942,P,PennDOT
000000000034943,F,PennDOT
000000000034948,F,PennDOT
000000000034950,F,PennDOT
000000000034951,F,PennDOT
000000000034952,F,PennDOT
000000000034956,G,PennDOT
000000000034963,P,PennDOT
000000000034964,F,PennDOT
000000000034966,F,PennDOT
000000000034967,F,PennDOT
000000000034971,F,Municipal
000000000034972,F,PennDOT
000000000034973,F,PennDOT
000000000034975,F,PennDOT
000000000034976,F,PennDOT
000000000034979,F,PennDOT
000000000034981,F,PennDOT
000000000034982,F,PennDOT
000000000034983,F,PennDOT
000000000034984,F,PennDOT
000000000034986,F,PennDOT
000000000034987,F,PennDOT
000000000034989,P,PennDOT
000000000034993,P,PennDOT
000000000035000,F,PennDOT
000000000035002,F,PennDOT
000000000035006,F,PennDOT
000000000035008,P,PennDOT
000000000035011,G,PennDOT
000000000035014,F,PennDOT
000000000035018,F,PennDOT
000000000035019,F,PennDOT
000000000035022,F,PennDOT
000000000035023,F,PennDOT
000000000035024,F,PennDOT
000000000035028,F,PennDOT
000000000035031,F,PennDOT
000000000035032,F,PennDOT
000000000035035,F,PennDOT
000000000035036,G,PennDOT
000000000035038,F,PennDOT
000000000035042,P,PennDOT
000000000035044,P,PennDOT
000000000035046,P,PennDOT
000000000035049,F,PennDOT
000000000035052,G,PennDOT
000000000035053,F,PennDOT
000000000035062,G,PennDOT
000000000035063,F,PennDOT
000000000035065,P,PennDOT
000000000035066,F,PennDOT
000000000035067,F,PennDOT
000000000035069,F,PennDOT
000000000035073,F,PennDOT
000000000035074,F,PennDOT
000000000035077,F,PennDOT
000000000035078,F,PennDOT
000000000035080,F,PennDOT
000000000035081,F,PennDOT
000000000035082,F,PennDOT
000000000035085,F,PennDOT
000000000035088,G,PennDOT
000000000035089,F,PennDOT
000000000035093,P,PennDOT
000000000035105,F,PennDOT
000000000035106,F,PennDOT
000000000035109,F,PennDOT
000000000035112,F,PennDOT
000000000035114,F,PennDOT
000000000035120,F,PennDOT
000000000035122,F,PennDOT
000000000035123,F,PennDOT
000000000035130,F,PennDOT
000000000035138,G,PennDOT
000000000035142,F,PennDOT
000000000035143,F,PennDOT
000000000035145,F,PennDOT
000000000035146,P,PennDOT
000000000035151,F,PennDOT
000000000035159,F,PennDOT
000000000035160,F,PennDOT
000000000035165,F,PennDOT
000000000035166,F,PennDOT
000000000035167,P,PennDOT
000000000035169,F,PennDOT
000000000035173,F,PennDOT
000000000035174,F,PennDOT
000000000035176,P,PennDOT
000000000035177,F,PennDOT
000000000035180,F,PennDOT
000000000035186,P,PennDOT
000000000035190,G,PennDOT
000000000035195,P,PennDOT
000000000035198,G,PennDOT
000000000035207,F,PennDOT
000000000035208,P,PennDOT
000000000035214,G,PennDOT
000000000035219,F,PennDOT
000000000035220,P,PennDOT
000000000035221,P,PennDOT
000000000035222,P,PennDOT
000000000035226,F,PennDOT
000000000035240,P,County
000000000035241,G,County
000000000035242,F,County
000000000035243,G,County
000000000035244,P,County
000000000035245,G,County
000000000035246,P,County
000000000035249,G,County
000000000035250,G,County
000000000035251,P,County
000000000035253,F,County
000000000035254,G,County
000000000035255,F,County
000000000035257,F,County
000000000035259,F,Municipal
000000000035262,P,County
000000000035263,P,County
000000000035264,P,County
000000000035265,G,County
000000000035266,P,County
000000000035267,P,County
000000000035268,G,County
000000000035269,P,County
000000000035271,F,County
000000000035272,F,County
000000000035273,P,County
000000000035275,P,County
000000000035277,P,County
000000000035279,P,Municipal
000000000035280,G,County
000000000035283,F,Municipal
000000000035284,P,Municipal
000000000035286,G,County
000000000035287,F,County
000000000035288,G,County
000000000035289,F,County
000000000035290,F,County
000000000035291,P,County
000000000035292,F,County
000000000035293,F,County
000000000035294,P,County
000000000035295,F,County
000000000035296,P,County
000000000035297,F,Municipal
000000000035299,G,County
000000000035300,P,County
000000000035301,P,County
000000000035302,F,County
000000000035303,P,County
000000000035304,G,County
000000000035305,F,County
000000000035306,P,County
000000000035307,F,County
000000000035308,G,County
000000000035309,F,County
000000000035311,F,County
000000000035312,F,County
000000000035313,F,Municipal
000000000035314,P,Municipal
000000000035317,F,County
000000000035319,F,County
000000000035320,F,County
000000000035322,P,Municipal
000000000035323,P,Municipal
000000000035328,F,Municipal
000000000035329,G,County
000000000035330,G,County
000000000035332,F,County
000000000035333,P,County
000000000035334,G,County
000000000035336,G,County
000000000035337,F,County
000000000035338,G,County
000000000035339,G,County
000000000035340,P,Municipal
000000000035341,F,County
000000000035342,P,County
000000000035343,G,County
000000000035344,F,County
000000000035345,F,County
000000000035346,P,County
000000000035347,G,County
000000000035348,P,County
000000000035352,F,County
000000000035353,F,County
000000000035354,P,County
000000000035355,F,County
000000000035359,G,County
000000000035361,F,Municipal
000000000035363,P,County
000000000035365,P,County
000000000035366,G,County
000000000035367,P,County
000000000035368,P,County
000000000035371,P,County
000000000035373,F,County
000000000035374,F,County
000000000035375,F,Municipal
000000000035376,F,County
000000000035378,P,County
000000000035379,P,County
000000000035381,P,Municipal
000000000035383,F,Municipal
000000000035385,F,Municipal
000000000035386,P,Municipal
000000000035387,F,Municipal
000000000035388,F,Municipal
000000000035389,G,Municipal
000000000035390,P,Municipal
000000000035392,G,County
000000000035393,P,Municipal
000000000035395,P,PennDOT
000000000035398,F,PennDOT
000000000035399,F,PennDOT
000000000035400,F,PennDOT
000000000035401,G,PennDOT
000000000035405,F,PennDOT
000000000035406,F,PennDOT
000000000035892,F,PennDOT
000000000035896,F,PennDOT
000000000035898,G,PennDOT
000000000035908,G,PennDOT
000000000035909,G,PennDOT
000000000035912,F,PennDOT
000000000035918,F,PennDOT
000000000035920,F,PennDOT
000000000035921,F,PennDOT
000000000035929,F,PennDOT
000000000035933,F,PennDOT
000000000035935,F,PennDOT
000000000035936,F,PennDOT
000000000035937,F,PennDOT
000000000035948,F,PennDOT
000000000035950,F,PennDOT
000000000035952,F,PennDOT
000000000035962,F,PennDOT
000000000035964,F,PennDOT
000000000035965,G,PennDOT
000000000035966,F,PennDOT
000000000035967,F,PennDOT
000000000035979,F,PennDOT
000000000035981,F,PennDOT
000000000035986,F,PennDOT
000000000035991,F,PennDOT
000000000035995,F,PennDOT
000000000035997,F,PennDOT
000000000036000,G,PennDOT
000000000036004,F,PennDOT
000000000036005,F,PennDOT
000000000036006,F,PennDOT
000000000036013,F,PennDOT
000000000036014,F,PennDOT
000000000036015,F,PennDOT
000000000036017,F,PennDOT
000000000036020,F,PennDOT
000000000036024,G,PennDOT
000000000036032,F,PennDOT
000000000036034,F,Municipal
000000000036047,F,PennDOT
000000000036053,F,PennDOT
000000000036063,P,PennDOT
000000000036064,P,PennDOT
000000000036065,P,PennDOT
000000000036066,F,PennDOT
000000000036076,F,PennDOT
000000000036077,F,PennDOT
000000000036079,F,PennDOT
000000000036081,F,PennDOT
000000000036082,F,PennDOT
000000000036083,F,PennDOT
000000000036084,F,PennDOT
000000000036085,F,PennDOT
000000000036086,F,PennDOT
000000000036090,G,PennDOT
000000000036092,F,PennDOT
000000000036093,F,PennDOT
000000000036101,F,PennDOT
000000000036106,F,PennDOT
000000000036108,F,PennDOT
000000000036113,F,PennDOT
000000000036115,F,PennDOT
000000000036116,F,PennDOT
000000000036118,F,PennDOT
000000000036120,F,PennDOT
000000000036122,P,PennDOT
000000000036123,P,PennDOT
000000000036125,F,PennDOT
000000000036127,F,PennDOT
000000000036132,G,PennDOT
000000000036134,F,PennDOT
000000000036136,F,PennDOT
000000000036137,F,PennDOT
000000000036140,F,PennDOT
000000000036146,G,PennDOT
000000000036158,F,PennDOT
000000000036161,P,PennDOT
000000000036163,F,PennDOT
000000000036166,F,PennDOT
000000000036167,P,PennDOT
000000000036172,F,PennDOT
000000000036175,G,PennDOT
000000000036180,F,PennDOT
000000000036182,G,PennDOT
000000000036183,F,PennDOT
000000000036185,P,PennDOT
000000000036186,G,PennDOT
000000000036187,G,PennDOT
000000000036191,P,PennDOT
000000000036192,F,PennDOT
000000000036202,F,PennDOT
000000000036203,F,PennDOT
000000000036205,F,PennDOT
000000000036219,G,PennDOT
000000000036221,F,PennDOT
000000000036222,P,PennDOT
000000000036224,F,PennDOT
000000000036226,P,PennDOT
000000000036227,F,PennDOT
000000000036229,G,PennDOT
000000000036231,F,PennDOT
000000000036232,F,PennDOT
000000000036234,F,PennDOT
000000000036236,F,PennDOT
000000000036242,G,PennDOT
000000000036247,F,PennDOT
000000000036249,F,PennDOT
000000000036253,F,PennDOT
000000000036257,F,PennDOT
000000000036259,F,PennDOT
000000000036260,F,PennDOT
000000000036269,F,PennDOT
000000000036270,F,PennDOT
000000000036275,F,PennDOT
000000000036276,F,PennDOT
000000000036288,F,PennDOT
000000000036289,F,PennDOT
000000000036297,F,PennDOT
000000000036301,F,PennDOT
000000000036302,F,PennDOT
000000000036308,F,PennDOT
000000000036311,F,PennDOT
000000000036313,G,PennDOT
000000000036316,F,PennDOT
000000000036318,P,PennDOT
000000000036325,G,PennDOT
000000000036326,F,PennDOT
000000000036332,G,PennDOT
000000000036344,F,PennDOT
000000000036345,F,PennDOT
000000000036346,F,PennDOT
000000000036347,F,PennDOT
000000000036352,F,PennDOT
000000000036354,F,PennDOT
000000000036355,F,PennDOT
000000000036356,G,PennDOT
000000000036358,F,PennDOT
000000000036362,F,PennDOT
000000000036363,F,PennDOT
000000000036369,G,PennDOT
000000000036371,F,PennDOT
000000000036374,P,PennDOT
000000000036375,F,PennDOT
000000000036377,F,PennDOT
000000000036378,F,PennDOT
000000000036379,G,PennDOT
000000000036383,P,PennDOT
000000000036385,F,PennDOT
000000000036394,F,PennDOT
000000000036396,F,PennDOT
000000000036397,F,PennDOT
000000000036398,F,PennDOT
000000000036400,F,PennDOT
000000000036401,G,PennDOT
000000000036402,F,PennDOT
000000000036403,F,PennDOT
000000000036410,G,PennDOT
000000000036413,G,PennDOT
000000000036417,F,PennDOT
000000000036421,F,PennDOT
000000000036422,F,PennDOT
000000000036425,F,PennDOT
000000000036426,F,PennDOT
000000000036427,G,PennDOT
000000000036434,F,PennDOT
000000000036440,G,PennDOT
000000000036441,P,PennDOT
000000000036452,P,PennDOT
000000000036453,P,PennDOT
000000000036461,F,PennDOT
000000000036463,G,PennDOT
000000000036466,F,PennDOT
000000000036468,F,PennDOT
000000000036472,F,PennDOT
000000000036473,F,PennDOT
000000000036477,F,PennDOT
000000000036479,F,PennDOT
000000000036485,P,PennDOT
000000000036494,P,PennDOT
000000000036498,P,PennDOT
000000000036506,F,PennDOT
000000000036507,F,PennDOT
000000000036510,F,PennDOT
000000000036512,F,PennDOT
000000000036514,F,PennDOT
000000000036532,G,PennDOT
000000000036534,P,PennDOT
000000000036541,F,PennDOT
000000000036543,F,PennDOT
000000000036544,P,PennDOT
000000000036547,F,PennDOT
000000000036550,F,PennDOT
000000000036555,F,PennDOT
000000000036560,G,PennDOT
000000000036561,P,PennDOT
000000000036563,F,PennDOT
000000000036564,F,PennDOT
000000000036565,P,PennDOT
000000000036568,F,PennDOT
000000000036570,F,PennDOT
000000000036571,F,PennDOT
000000000036587,P,PennDOT
000000000036599,P,PennDOT
000000000036606,P,PennDOT
000000000036609,F,PennDOT
000000000036611,F,PennDOT
000000000036613,G,PennDOT
000000000036616,F,PennDOT
000000000036617,F,PennDOT
000000000036624,F,PennDOT
000000000036645,F,PennDOT
000000000036655,F,PennDOT
000000000036657,F,PennDOT
000000000036661,F,PennDOT
000000000036663,P,PennDOT
000000000036664,G,PennDOT
000000000036668,F,PennDOT
000000000036670,G,PennDOT
000000000036672,F,PennDOT
000000000036673,F,PennDOT
000000000036688,G,PennDOT
000000000036690,F,PennDOT
000000000036693,P,PennDOT
000000000036695,F,PennDOT
000000000036696,P,PennDOT
000000000036709,F,PennDOT
000000000036710,F,PennDOT
000000000036717,F,PennDOT
000000000036725,F,PennDOT
000000000036726,F,PennDOT
000000000036735,F,PennDOT
000000000036737,F,PennDOT
000000000036740,F,PennDOT
000000000036743,P,PennDOT
000000000036747,F,PennDOT
000000000036754,F,PennDOT
000000000036761,P,PennDOT
000000000036763,G,PennDOT
000000000036765,F,PennDOT
000000000036766,P,PennDOT
000000000036767,G,PennDOT
000000000036769,F,PennDOT
000000000036771,F,PennDOT
000000000036776,F,PennDOT
000000000036779,G,PennDOT
000000000036788,F,PennDOT
000000000036796,F,PennDOT
000000000036869,P,County
000000000036870,F,Municipal
000000000036871,G,Municipal
000000000036872,F,County
000000000036874,F,Municipal
000000000036875,P,Municipal
000000000036878,F,Municipal
000000000036879,P,Municipal
000000000036880,F,County
000000000036881,F,Municipal
000000000036882,P,Municipal
000000000036883,F,Municipal
000000000036884,P,Municipal
000000000036885,F,County
000000000036886,P,Municipal
000000000036887,F,County
000000000036888,P,Municipal
000000000036889,P,Municipal
000000000036890,F,County
000000000036891,G,Municipal
000000000036892,G,Municipal
000000000036894,F,Municipal
000000000036895,P,Municipal
000000000036896,P,Municipal
000000000036897,P,Municipal
000000000036899,F,Municipal
000000000036900,F,Municipal
000000000036901,F,Municipal
000000000036903,F,Municipal
000000000036904,P,Municipal
000000000036907,G,Municipal
000000000036908,P,Municipal
000000000036909,G,Municipal
000000000036910,F,Municipal
000000000036911,P,Municipal
000000000036914,P,Municipal
000000000036915,P,Municipal
000000000036916,P,Municipal
000000000036917,F,Municipal
000000000036918,P,Municipal
000000000036919,F,Municipal
000000000036920,F,Municipal
000000000036921,F,Municipal
000000000036922,F,Municipal
000000000036925,G,Municipal
000000000036926,F,Municipal
000000000036927,G,Municipal
000000000036929,P,Municipal
000000000036931,F,County
000000000036932,F,Municipal
000000000036933,F,Municipal
000000000036934,F,Municipal
000000000036935,P,Municipal
000000000036936,P,Municipal
000000000036937,P,Municipal
000000000036938,F,Municipal
000000000036939,F,Municipal
000000000036940,P,Municipal
000000000036941,F,Municipal
000000000036942,P,Municipal
000000000036943,P,Municipal
000000000036944,F,Municipal
000000000036946,F,County
000000000036947,P,County
000000000036948,F,County
000000000036949,F,Municipal
000000000036950,P,Municipal
000000000036951,G,Municipal
000000000036952,P,Municipal
000000000036953,P,Municipal
000000000036954,P,Municipal
000000000036955,P,Municipal
000000000036956,F,Municipal
000000000036957,P,Municipal
000000000036958,F,Municipal
000000000036960,P,Municipal
000000000036961,G,Municipal
000000000036964,F,County
000000000036965,F,County
000000000036966,P,Municipal
000000000036967,P,Municipal
000000000036970,P,Municipal
000000000036971,G,Municipal
000000000036972,P,Municipal
000000000036976,G,County
000000000036977,P,Municipal
000000000036978,P,Municipal
000000000036979,F,Municipal
000000000036981,P,Municipal
